presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
ISLAM	SPA_DF_001258_20140505_F001000CC:1476-1480	m.0flw86	ORG
ISLAM	SPA_DF_001258_20140505_F001000CC:1503-1507	m.0flw86	ORG
islam	SPA_DF_001258_20150107_F001000BD:3881-3885	m.0flw86	ORG
islam	SPA_DF_001258_20150107_F001000BD:5256-5260	m.0flw86	ORG
Islam	SPA_DF_001258_20150627_F001000C6:3783-3787	m.0flw86	ORG
islam	SPA_DF_000386_20150107_F0010007W:1710-1714	m.0flw86	ORG
islam	SPA_DF_001258_20150118_F001000BF:2241-2245	m.0flw86	ORG
islam	SPA_NW_001364_20150328_F0010002N:2420-2424	m.0flw86	ORG
Islam	SPA_NW_001369_20150111_F0010002V:3137-3141	m.0flw86	ORG
islam	SPA_DF_001251_20150626_F00100082:6987-6991	m.0flw86	ORG
islam	SPA_DF_001251_20150626_F00100082:10082-10086	m.0flw86	ORG
Islam	SPA_DF_001258_20150429_F001000B1:3581-3585	m.0flw86	ORG
Davis	SPA_DF_000386_20150710_F0010007V:13081-13085	NIL10001	PER
FBI	SPA_DF_000404_20141114_F001000B0:570-572	m.02_1m	ORG
FBI	SPA_DF_000404_20141114_F001000B0:693-695	m.02_1m	ORG
fbi	SPA_DF_000404_20141114_F001000B0:1153-1155	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:1678-1680	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:4090-4092	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:4858-4860	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:5319-5321	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:5625-5627	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:6120-6122	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:6686-6688	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:7547-7549	m.02_1m	ORG
FBI	SPA_DF_000386_20150527_F0010007L:8447-8449	m.02_1m	ORG
FBI	SPA_NW_001376_20150602_F00100037:281-283	m.02_1m	ORG
FBI	SPA_NW_001376_20150602_F00100037:384-386	m.02_1m	ORG
FBI	SPA_NW_001376_20150602_F00100037:566-568	m.02_1m	ORG
FBI	SPA_NW_001376_20150602_F00100037:872-874	m.02_1m	ORG
FBI	SPA_NW_001376_20150602_F00100037:2520-2522	m.02_1m	ORG
FBI	SPA_NW_001078_20150602_F00100039:498-500	m.02_1m	ORG
FBI	SPA_NW_001078_20150602_F00100039:2192-2194	m.02_1m	ORG
FBI	SPA_NW_001078_20150602_F00100039:3367-3369	m.02_1m	ORG
FBI	SPA_NW_001078_20150602_F00100039:3621-3623	m.02_1m	ORG
FBI	SPA_NW_001459_20150622_F0010004I:569-571	m.02_1m	ORG
FBI	SPA_DF_001258_20150527_F001000B4:122-124	m.02_1m	ORG
FBI	SPA_NW_001455_20150622_F0010004H:1980-1982	m.02_1m	ORG
FBI	SPA_NW_001367_20150529_F00100035:1009-1011	m.02_1m	ORG
FBI	SPA_NW_001460_20150602_F0010004L:1430-1432	m.02_1m	ORG
FBI	SPA_NW_001078_20150528_F0010003A:5058-5060	m.02_1m	ORG
FBI	SPA_NW_001078_20150528_F0010003A:6070-6072	m.02_1m	ORG
Colorado	SPA_DF_001258_20150109_F001000BM:198-205	m.01n4w	GPE
Colorado	SPA_DF_001258_20150109_F001000BM:1714-1721	m.01n4w	GPE
Colorado	SPA_DF_001258_20150109_F001000BM:3095-3102	m.01n4w	GPE
Colorado	SPA_DF_001258_20150109_F001000BM:4376-4383	m.01n4w	GPE
Colorado	SPA_DF_001258_20150112_F001000BE:196-203	m.01n4w	GPE
Colorado	SPA_DF_001258_20150112_F001000BE:1120-1127	m.01n4w	GPE
Colorado	SPA_DF_001258_20150707_F001000CF:2748-2755	m.01n4w	GPE
Polonia	SPA_NW_001117_20150613_F0010003N:2359-2365	m.05qhw	GPE
Afganistán	SPA_NW_001451_20150625_F00100045:5509-5518	m.0jdd	GPE
Bélgica	SPA_NW_001368_20150108_F0010002T:493-499	m.0154j	GPE
Bélgica	SPA_NW_001368_20150108_F0010002T:6795-6801	m.0154j	GPE
Bélgica	SPA_NW_001451_20150625_F00100045:4083-4089	m.0154j	GPE
europeas	SPA_DF_001258_20150727_F001000BA:440-447	m.02j9z	LOC
Europeas	SPA_DF_000386_20150708_F0010007Z:5813-5820	m.02j9z	LOC
europeas	SPA_DF_000386_20150708_F0010007Z:6908-6915	m.02j9z	LOC
europeas	SPA_NW_001102_20150706_F0010003C:2872-2879	m.02j9z	LOC
europeas	SPA_NW_001374_20150708_F00100034:1375-1382	m.02j9z	LOC
europeas	SPA_DF_001258_20150629_F001000C7:9269-9276	m.02j9z	LOC
EI	SPA_NW_001450_20150626_F00100041:975-976	m.027x630	ORG
EI	SPA_NW_001113_20150626_F00100043:422-423	m.027x630	ORG
EI	SPA_NW_001113_20150626_F00100043:4140-4141	m.027x630	ORG
EI	SPA_NW_001449_20150627_F0010003X:3169-3170	m.027x630	ORG
EI	SPA_NW_001368_20150108_F0010002T:4500-4501	m.027x630	ORG
EI	SPA_DF_001251_20150626_F00100082:1457-1458	m.027x630	ORG
Sudán	SPA_NW_001451_20150625_F00100045:3774-3778	m.06tw8	GPE
BBC	SPA_DF_001258_20150429_F001000B1:4875-4877	m.0ncl8zk	ORG
mafia	SPA_DF_000404_20141114_F001000B0:2004-2008	m.05489	ORG
mafia	SPA_DF_000386_20150528_F0010007Q:3589-3593	m.05489	ORG
mafia	SPA_DF_000386_20150528_F0010007Q:8152-8156	m.05489	ORG
Paris	SPA_DF_000404_20150109_F001000C4:691-695	m.05qtj	GPE
Paris	SPA_DF_001258_20150118_F001000BF:2783-2787	m.05qtj	GPE
Baltimore	SPA_DF_001258_20150429_F001000BP:122-130	m.094jv	GPE
Baltimore	SPA_DF_001258_20150429_F001000BP:261-269	m.094jv	GPE
BALTIMORE	SPA_DF_001258_20150429_F001000BP:337-345	m.094jv	GPE
BALTIMORE	SPA_DF_001258_20150429_F001000BP:1049-1057	m.094jv	GPE
BALTIMORE	SPA_NW_001361_20150428_F0010002H:328-336	m.094jv	GPE
Baltimore	SPA_NW_001361_20150428_F0010002H:489-497	m.094jv	GPE
Baltimore	SPA_NW_001361_20150428_F0010002H:1636-1644	m.094jv	GPE
BALTIMORE	SPA_NW_001361_20150429_F0010002G:297-305	m.094jv	GPE
Baltimore	SPA_NW_001361_20150429_F0010002G:960-968	m.094jv	GPE
Baltimore	SPA_NW_001361_20150429_F0010002G:1049-1057	m.094jv	GPE
Baltimore	SPA_NW_001361_20150429_F0010002G:1679-1687	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:271-279	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:513-521	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:787-795	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:1320-1328	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:3292-3300	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:3544-3552	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:3759-3767	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:4068-4076	m.094jv	GPE
Baltimore	SPA_NW_001360_20150501_F0010002F:5002-5010	m.094jv	GPE
Baltimore	SPA_DF_000404_20150427_F001000BY:107-115	m.094jv	GPE
Baltimore	SPA_DF_000404_20150427_F001000BY:245-253	m.094jv	GPE
Baltimore	SPA_DF_000404_20150427_F001000BY:297-305	m.094jv	GPE
Baltimore	SPA_DF_000404_20150427_F001000BY:335-343	m.094jv	GPE
Baltimore	SPA_DF_001258_20140427_F001000C9:127-135	m.094jv	GPE
Baltimore	SPA_DF_001258_20140427_F001000C9:515-523	m.094jv	GPE
Baltimore	SPA_DF_001258_20140427_F001000C9:1030-1038	m.094jv	GPE
BALTIMORE	SPA_DF_001258_20140427_F001000C9:2995-3003	m.094jv	GPE
BALTIMORE	SPA_DF_001258_20140427_F001000C9:3225-3233	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:264-272	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:450-458	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:699-707	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:2180-2188	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:2759-2767	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:3444-3452	m.094jv	GPE
Baltimore	SPA_NW_001360_20150709_F0010002E:3946-3954	m.094jv	GPE
Baltimore	SPA_NW_001362_20150430_F0010002J:315-323	m.094jv	GPE
Baltimore	SPA_NW_001362_20150430_F0010002J:411-419	m.094jv	GPE
Baltimore	SPA_NW_001362_20150430_F0010002J:846-854	m.094jv	GPE
Baltimore	SPA_NW_001362_20150430_F0010002J:1252-1260	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:297-305	m.094jv	GPE
BALTIMORE	SPA_NW_001362_20150527_F0010002I:330-338	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:676-684	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:960-968	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:3432-3440	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:5278-5286	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:5910-5918	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:6470-6478	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:6953-6961	m.094jv	GPE
Baltimore	SPA_NW_001362_20150527_F0010002I:7204-7212	m.094jv	GPE
Baltimore	SPA_NW_001102_20150602_F0010002D:298-306	m.094jv	GPE
Baltimore	SPA_NW_001102_20150602_F0010002D:433-441	m.094jv	GPE
Baltimore	SPA_NW_001102_20150602_F0010002D:985-993	m.094jv	GPE
Baltimore	SPA_NW_001102_20150602_F0010002D:2904-2912	m.094jv	GPE
Baltimore	SPA_NW_001102_20150602_F0010002D:3556-3564	m.094jv	GPE
venezolano	SPA_DF_001258_20150112_F001000BE:3100-3109	m.07ylj	GPE
venezolano	SPA_DF_001258_20150112_F001000BE:4413-4422	m.07ylj	GPE
venezolano	SPA_DF_001258_20150727_F001000BA:707-716	m.07ylj	GPE
venezolano	SPA_DF_001258_20150727_F001000BA:2806-2815	m.07ylj	GPE
venezolano	SPA_DF_001258_20140427_F001000C9:486-495	m.07ylj	GPE
venezolano	SPA_DF_001258_20140427_F001000C9:1001-1010	m.07ylj	GPE
venezolano	SPA_DF_001258_20150628_F001000CJ:7664-7673	m.07ylj	GPE
venezolano	SPA_DF_001258_20150628_F001000CJ:8412-8421	m.07ylj	GPE
venezolano	SPA_NW_001078_20150528_F0010003A:3246-3255	m.07ylj	GPE
venezolano	SPA_DF_000386_20150528_F0010007Q:6261-6270	m.07ylj	GPE
cubano	SPA_NW_001445_20150729_F0010003K:1883-1888	m.0d04z6	GPE
cubano	SPA_NW_001445_20150729_F0010003K:1945-1950	m.0d04z6	GPE
cubano	SPA_DF_001258_20150319_F001000BG:1935-1940	m.0d04z6	GPE
cubano	SPA_DF_001258_20150727_F001000BA:3863-3868	m.0d04z6	GPE
india	SPA_DF_000386_20150717_F0010007T:524-528	m.03rk0	GPE
india	SPA_DF_000386_20150717_F0010007T:711-715	m.03rk0	GPE
India	SPA_DF_000386_20150717_F0010007T:1695-1699	m.03rk0	GPE
India	SPA_DF_000386_20150717_F0010007T:6492-6496	m.03rk0	GPE
India	SPA_DF_000386_20150717_F0010007T:6809-6813	m.03rk0	GPE
India	SPA_DF_000386_20150717_F0010007T:6842-6846	m.03rk0	GPE
India	SPA_NW_001448_20150612_F0010003W:1582-1586	m.03rk0	GPE
India	SPA_NW_001451_20150625_F00100045:3730-3734	m.03rk0	GPE
India	SPA_NW_001446_20150425_F0010003R:969-973	m.03rk0	GPE
Nigeria	SPA_NW_001365_20150324_F0010002O:362-368	m.05cgv	GPE
Nigeria	SPA_NW_001365_20150324_F0010002O:661-667	m.05cgv	GPE
Nigeria	SPA_NW_001365_20150324_F0010002O:1484-1490	m.05cgv	GPE
Nigeria	SPA_NW_001365_20150324_F0010002O:1801-1807	m.05cgv	GPE
Nigeria	SPA_NW_001366_20150622_F0010002Q:290-296	m.05cgv	GPE
Nigeria	SPA_NW_001366_20150622_F0010002Q:626-632	m.05cgv	GPE
Nigeria	SPA_NW_001366_20150622_F0010002Q:1635-1641	m.05cgv	GPE
Nigeria	SPA_NW_001366_20150622_F0010002Q:1698-1704	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150414_F0010002M:628-634	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150414_F0010002M:1577-1583	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150414_F0010002M:1985-1991	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:255-261	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:468-474	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:499-505	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:843-849	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:1295-1301	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:1383-1389	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:2235-2241	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:3313-3319	m.05cgv	GPE
Nigeria	SPA_NW_001365_20141018_F0010002P:4037-4043	m.05cgv	GPE
Nigeria	SPA_DF_001258_20140512_F001000BC:142-148	m.05cgv	GPE
Nigeria	SPA_DF_001258_20140512_F001000BC:275-281	m.05cgv	GPE
Nigeria	SPA_DF_001258_20140512_F001000BC:482-488	m.05cgv	GPE
Nigeria	SPA_DF_001258_20150118_F001000BF:127-133	m.05cgv	GPE
Nigeria	SPA_DF_001258_20150118_F001000BF:2454-2460	m.05cgv	GPE
Nigeria	SPA_DF_001258_20150118_F001000BF:4942-4948	m.05cgv	GPE
Nigeria	SPA_NW_001363_20150804_F0010002K:984-990	m.05cgv	GPE
Nigeria	SPA_NW_001363_20150804_F0010002K:1234-1240	m.05cgv	GPE
Nigeria	SPA_NW_001363_20150801_F0010002L:1385-1391	m.05cgv	GPE
Nigeria	SPA_DF_001258_20140417_F001000BB:162-168	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150328_F0010002N:313-319	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150328_F0010002N:595-601	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150328_F0010002N:1140-1146	m.05cgv	GPE
Nigeria	SPA_NW_001364_20150328_F0010002N:2935-2941	m.05cgv	GPE
Visa	SPA_NW_001078_20150602_F00100039:2733-2736	m.01kqjn	ORG
norteamericana	SPA_NW_001456_20150707_F0010004B:1115-1128	m.059g4	LOC
norteamericana	SPA_NW_001376_20150603_F00100038:1812-1825	m.059g4	LOC
norteamericana	SPA_DF_000386_20150823_F0010007R:4360-4373	m.059g4	LOC
norteamericana	SPA_DF_000386_20150823_F0010007R:4687-4700	m.059g4	LOC
Facebook	SPA_DF_001258_20150425_F001000BH:777-784	m.0hmyfsv	ORG
Facebook	SPA_NW_001361_20150429_F0010002G:1598-1605	m.0hmyfsv	ORG
Facebook	SPA_NW_001448_20150522_F0010003V:930-937	m.0hmyfsv	ORG
Facebook	SPA_DF_001258_20150425_F001000B2:714-721	m.0hmyfsv	ORG
Facebook	SPA_NW_001458_20150620_F0010004E:1029-1036	m.0hmyfsv	ORG
Facebook	SPA_NW_001459_20150620_F0010004J:4139-4146	m.0hmyfsv	ORG
Facebook	SPA_NW_001451_20150625_F00100045:4546-4553	m.0hmyfsv	ORG
Chad	SPA_NW_001365_20150324_F0010002O:1037-1040	m.01p1b	GPE
Chad	SPA_NW_001366_20150622_F0010002Q:2193-2196	m.01p1b	GPE
Chad	SPA_NW_001363_20150804_F0010002K:1362-1365	m.01p1b	GPE
Chad	SPA_NW_001365_20141018_F0010002P:2800-2803	m.01p1b	GPE
Chad	SPA_NW_001365_20141018_F0010002P:2973-2976	m.01p1b	GPE
Chad	SPA_DF_000386_20150505_F0010007M:2656-2659	m.01p1b	GPE
Estonia	SPA_NW_001117_20150613_F0010003N:2349-2355	m.02kmm	GPE
Paraguay	SPA_NW_001451_20150625_F00100045:3154-3161	m.05v10	GPE
Paraguay	SPA_DF_000386_20150527_F0010007L:2138-2145	m.05v10	GPE
Yale	SPA_NW_001375_20150622_F0010003M:5888-5891	m.08815	ORG
Yale	SPA_NW_001375_20150622_F0010003M:6070-6073	m.08815	ORG
Yale	SPA_NW_001375_20150622_F0010003M:6484-6487	m.08815	ORG
Roof	SPA_NW_001458_20150620_F0010004E:251-254	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004E:1050-1053	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004E:1373-1376	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004E:1738-1741	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004E:2000-2003	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004E:2284-2287	NIL10002	PER
Roof	SPA_NW_001454_20150621_F0010004G:949-952	NIL10002	PER
Roof	SPA_NW_001454_20150621_F0010004G:1146-1149	NIL10002	PER
Roof	SPA_NW_001454_20150621_F0010004G:1480-1483	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004F:1042-1045	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004F:1160-1163	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004F:1347-1350	NIL10002	PER
Roof	SPA_NW_001458_20150620_F0010004F:1793-1796	NIL10002	PER
Roof	SPA_NW_001459_20150622_F0010004I:643-646	NIL10002	PER
Roof	SPA_NW_001459_20150622_F0010004I:722-725	NIL10002	PER
Roof	SPA_NW_001457_20150620_F0010004K:1115-1118	NIL10002	PER
Roof	SPA_NW_001454_20150719_F00100049:2580-2583	NIL10002	PER
Roof	SPA_NW_001459_20150620_F0010004J:2608-2611	NIL10002	PER
Roof	SPA_NW_001459_20150620_F0010004J:3197-3200	NIL10002	PER
Roof	SPA_NW_001459_20150620_F0010004J:3541-3544	NIL10002	PER
Roof	SPA_NW_001453_20150623_F00100047:2924-2927	NIL10002	PER
Roof	SPA_NW_001455_20150622_F0010004H:3721-3724	NIL10002	PER
Congo	SPA_DF_001258_20150118_F001000BF:3867-3871	m.088xp	GPE
Congo	SPA_DF_001258_20150118_F001000BF:4901-4905	m.088xp	GPE
VENEZOLANA	SPA_DF_001258_20150704_F001000BJ:739-748	m.07ylj	GPE
Venezolana	SPA_DF_001258_20150429_F001000B1:6608-6617	m.07ylj	GPE
Venezolana	SPA_DF_001258_20150429_F001000B1:6849-6858	m.07ylj	GPE
Maryland	SPA_NW_001360_20150709_F0010002E:1132-1139	m.04rrd	GPE
Maryland	SPA_NW_001360_20150709_F0010002E:1200-1207	m.04rrd	GPE
Maryland	SPA_DF_001258_20150429_F001000B1:373-380	m.04rrd	GPE
Maryland	SPA_DF_001258_20150429_F001000B1:6554-6561	m.04rrd	GPE
Maryland	SPA_DF_001258_20150429_F001000B1:6890-6897	m.04rrd	GPE
Maryland	SPA_NW_001362_20150527_F0010002I:987-994	m.04rrd	GPE
Maryland	SPA_NW_001362_20150527_F0010002I:2100-2107	m.04rrd	GPE
Maryland	SPA_NW_001102_20150602_F0010002D:3188-3195	m.04rrd	GPE
CNN	SPA_NW_001445_20141209_F0010003J:587-589	m.0gsgr	ORG
CNN	SPA_NW_001445_20141209_F0010003J:1845-1847	m.0gsgr	ORG
CNN	SPA_NW_001445_20141209_F0010003J:2034-2036	m.0gsgr	ORG
CNN	SPA_NW_001445_20141209_F0010003J:2394-2396	m.0gsgr	ORG
CNN	SPA_DF_001258_20150425_F001000BH:1120-1122	m.0gsgr	ORG
CNN	SPA_NW_001459_20150620_F0010004J:3751-3753	m.0gsgr	ORG
CNN	SPA_DF_001258_20150425_F001000B2:1057-1059	m.0gsgr	ORG
CNN	SPA_NW_001075_20150615_F0010003L:845-847	m.0gsgr	ORG
CNN	SPA_NW_001458_20150620_F0010004E:667-669	m.0gsgr	ORG
CNN	SPA_NW_001102_20150602_F0010002D:1504-1506	m.0gsgr	ORG
CNN	SPA_NW_001102_20150602_F0010002D:2339-2341	m.0gsgr	ORG
CNN	SPA_NW_001360_20150709_F0010002E:2782-2784	m.0gsgr	ORG
CNN	SPA_NW_001453_20150623_F00100047:1086-1088	m.0gsgr	ORG
Nepal	SPA_DF_001258_20150425_F001000BH:107-111	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:234-238	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:465-469	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:797-801	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:846-850	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:1075-1079	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:1552-1556	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000BH:2568-2572	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:271-275	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:469-473	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:849-853	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:1054-1058	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:1654-1658	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:1846-1850	m.016zwt	GPE
Nepal	SPA_NW_001446_20150426_F0010003S:2256-2260	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:107-111	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:402-406	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:734-738	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:783-787	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:1012-1016	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:1489-1493	m.016zwt	GPE
Nepal	SPA_DF_001258_20150425_F001000B2:2365-2369	m.016zwt	GPE
Nepal	SPA_NW_001444_20150729_F0010003Q:431-435	m.016zwt	GPE
Nepal	SPA_NW_001444_20150729_F0010003Q:985-989	m.016zwt	GPE
Nepal	SPA_NW_001444_20150729_F0010003Q:2598-2602	m.016zwt	GPE
Nepal	SPA_NW_001444_20150729_F0010003Q:2936-2940	m.016zwt	GPE
Nepal	SPA_NW_001447_20150517_F0010003T:329-333	m.016zwt	GPE
Nepal	SPA_NW_001447_20150517_F0010003T:635-639	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:269-273	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:398-402	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:512-516	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:1038-1042	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:1309-1313	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:2253-2257	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:2476-2480	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:2582-2586	m.016zwt	GPE
Nepal	SPA_NW_001448_20150612_F0010003W:2905-2909	m.016zwt	GPE
Nepal	SPA_NW_001448_20150522_F0010003V:245-249	m.016zwt	GPE
Nepal	SPA_NW_001448_20150522_F0010003V:471-475	m.016zwt	GPE
Nepal	SPA_NW_001448_20150522_F0010003V:1034-1038	m.016zwt	GPE
Nepal	SPA_NW_001448_20150522_F0010003V:1564-1568	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:128-132	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:269-273	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:395-399	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:1542-1546	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:2741-2745	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:2818-2822	m.016zwt	GPE
NEPAL	SPA_DF_001258_20150501_F001000CH:2965-2969	m.016zwt	GPE
NEPAL	SPA_DF_001258_20150501_F001000CH:3235-3239	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:3488-3492	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:3580-3584	m.016zwt	GPE
Nepal	SPA_DF_001258_20150501_F001000CH:5603-5607	m.016zwt	GPE
NEPAL	SPA_DF_000404_20150429_F001000AV:94-98	m.016zwt	GPE
Nepal	SPA_DF_000404_20150429_F001000AV:389-393	m.016zwt	GPE
Nepal	SPA_DF_000404_20150429_F001000AV:2442-2446	m.016zwt	GPE
Nepal	SPA_DF_001258_20150512_F001000B3:94-98	m.016zwt	GPE
Nepal	SPA_DF_001258_20150512_F001000B3:1285-1289	m.016zwt	GPE
NEPAL	SPA_DF_001258_20150512_F001000B3:1798-1802	m.016zwt	GPE
republicana	SPA_DF_001251_20150701_F00100083:1205-1215	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100083:2299-2309	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100083:2969-2979	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100083:3817-3827	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100083:3948-3958	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100083:4827-4837	m.07wbk	ORG
republicana	SPA_NW_001456_20150623_F0010004C:889-899	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100081:2711-2721	m.07wbk	ORG
republicana	SPA_DF_001251_20150701_F00100081:3105-3115	m.07wbk	ORG
republicana	SPA_NW_001452_20150523_F00100046:1764-1774	m.07wbk	ORG
republicana	SPA_NW_001452_20150523_F00100046:2289-2299	m.07wbk	ORG
republicana	SPA_NW_001451_20150603_F00100044:1460-1470	m.07wbk	ORG
republicana	SPA_NW_001075_20150615_F0010003L:1114-1124	m.07wbk	ORG
republicana	SPA_NW_001458_20150620_F0010004E:1863-1873	m.07wbk	ORG
republicana	SPA_NW_001453_20150623_F00100047:885-895	m.07wbk	ORG
republicana	SPA_NW_001460_20150602_F0010004L:2574-2584	m.07wbk	ORG
republicana	SPA_NW_001453_20150624_F00100048:1281-1291	m.07wbk	ORG
Abuja	SPA_NW_001364_20150414_F0010002M:1497-1501	m.0fnxw	GPE
Abuja	SPA_NW_001366_20150622_F0010002Q:1601-1605	m.0fnxw	GPE
Clinton	SPA_NW_001445_20141209_F0010003J:771-777	m.0157m	PER
Clinton	SPA_NW_001445_20141209_F0010003J:1004-1010	m.0157m	PER
Clinton	SPA_NW_001445_20141209_F0010003J:1863-1869	m.0157m	PER
Clinton	SPA_NW_001445_20141209_F0010003J:2136-2142	m.0157m	PER
Clinton	SPA_NW_001445_20141209_F0010003J:2166-2172	m.0157m	PER
Clinton	SPA_NW_001445_20141209_F0010003J:2564-2570	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BI:260-266	m.0157m	PER
Clinton	SPA_DF_001258_20150704_F001000BI:648-654	m.0157m	PER
