Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
Swiss	ENG_NW_001428_20150527_F0010006G:7074-7078	m.06mzp	GPE
Swiss	ENG_DF_001467_20150527_F001000CQ:4264-4268	m.06mzp	GPE
Swiss	ENG_DF_001467_20150527_F001000CQ:4343-4347	m.06mzp	GPE
Swiss	ENG_DF_001467_20150527_F001000CQ:5099-5103	m.06mzp	GPE
Swiss	ENG_DF_001467_20150527_F001000CQ:5178-5182	m.06mzp	GPE
Swiss	ENG_DF_001467_20150527_F001000CQ:5539-5543	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:354-358	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:13671-13675	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17002-17006	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17051-17055	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17341-17345	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17559-17563	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17608-17612	m.06mzp	GPE
Swiss	ENG_DF_001471_20150528_F001000D2:17898-17902	m.06mzp	GPE
Swiss	ENG_DF_000249_20150527_F001000D5:3294-3298	m.06mzp	GPE
Swiss	ENG_NW_001387_20150601_F0010004Z:882-886	m.06mzp	GPE
Swiss	ENG_NW_001387_20150601_F0010004Z:1041-1045	m.06mzp	GPE
Swiss	ENG_DF_001473_20150527_F001000D4:8828-8832	m.06mzp	GPE
Swiss	ENG_NW_001411_20150626_F0010005X:4392-4396	m.06mzp	GPE
Swiss	ENG_DF_001474_20150527_F001000D7:6005-6009	m.06mzp	GPE
Nazi	ENG_DF_001471_20150528_F001000D2:17167-17170	m.05g9h	ORG
Nazi	ENG_DF_001471_20150528_F001000D2:17724-17727	m.05g9h	ORG
NAZI	ENG_DF_001471_20150528_F001000D2:18050-18053	m.05g9h	ORG
NAZI	ENG_DF_001471_20150528_F001000D2:18297-18300	m.05g9h	ORG
Nazi	ENG_DF_001471_20150528_F001000D2:18518-18521	m.05g9h	ORG
Nazi	ENG_DF_001471_20150528_F001000D2:18912-18915	m.05g9h	ORG
Nazi	ENG_DF_000261_20150626_F001000DY:8429-8432	m.05g9h	ORG
Nazi	ENG_DF_000261_20150626_F001000DY:8996-8999	m.05g9h	ORG
Nazi	ENG_DF_001485_20150612_F001000E0:5594-5597	m.05g9h	ORG
Elysee	ENG_DF_001235_20150624_F0010008S:1084-1089	m.01vfbv	FAC
Elysee	ENG_DF_001495_20150204_F0010008F:7117-7122	m.01vfbv	FAC
Elysee	ENG_DF_001495_20150204_F0010008F:17349-17354	m.01vfbv	FAC
Elysee	ENG_DF_001495_20150204_F0010008F:21165-21170	m.01vfbv	FAC
CBS	ENG_NW_001392_20150428_F00100055:575-577	m.09d5h	ORG
CBS	ENG_NW_001392_20150428_F00100055:2872-2874	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:623-625	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:2886-2888	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:7045-7047	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:18181-18183	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:19673-19675	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:26295-26297	m.09d5h	ORG
CBS	ENG_DF_001222_20150602_F001000DL:28995-28997	m.09d5h	ORG
CBS	ENG_DF_001466_20150529_F001000CL:1130-1132	m.09d5h	ORG
Iran	ENG_NW_001397_20150715_F0010005C:4950-4953	m.03shp	GPE
Iran	ENG_DF_001479_20090727_F001000DE:9778-9781	m.03shp	GPE
Iran	ENG_DF_001479_20090727_F001000DE:10557-10560	m.03shp	GPE
Iran	ENG_DF_001470_20150628_F001000CZ:5422-5425	m.03shp	GPE
Iran	ENG_DF_001486_20150629_F001000DT:7124-7127	m.03shp	GPE
Iran	ENG_DF_000355_20150504_F001000DH:8295-8298	m.03shp	GPE
Iran	ENG_DF_001206_20150624_F001000CN:7497-7500	m.03shp	GPE
Tories	ENG_DF_000261_20150626_F001000DY:12939-12944	m.07wpm	ORG
European	ENG_NW_001378_20150424_F0010004R:554-561	m.02j9z	LOC
European	ENG_NW_001378_20150424_F0010004R:1628-1635	m.02j9z	LOC
European	ENG_NW_001378_20150424_F0010004R:1673-1680	m.02j9z	LOC
European	ENG_NW_001378_20150424_F0010004R:1818-1825	m.02j9z	LOC
European	ENG_NW_001378_20150424_F0010004R:2743-2750	m.02j9z	LOC
European	ENG_NW_001378_20150424_F0010004R:3157-3164	m.02j9z	LOC
European	ENG_NW_001407_20150715_F0010005R:380-387	m.02j9z	LOC
European	ENG_NW_001407_20150715_F0010005R:475-482	m.02j9z	LOC
European	ENG_NW_001407_20150715_F0010005R:1011-1018	m.02j9z	LOC
European	ENG_NW_001407_20150715_F0010005R:2687-2694	m.02j9z	LOC
European	ENG_NW_001407_20150715_F0010005R:9006-9013	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:3764-3771	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:3822-3829	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:4023-4030	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:5438-5445	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:5496-5503	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:5697-5704	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:10174-10181	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:10232-10239	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:10433-10440	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:12361-12368	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:12419-12426	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:12620-12627	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:13437-13444	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:13653-13660	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:14481-14488	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:14697-14704	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:16037-16044	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:16253-16260	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:16851-16858	m.02j9z	LOC
European	ENG_DF_000379_20150604_F001000D1:18146-18153	m.02j9z	LOC
European	ENG_NW_001404_20150717_F0010005K:2409-2416	m.02j9z	LOC
European	ENG_NW_001404_20150717_F0010005K:5191-5198	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:6805-6812	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:7491-7498	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:8080-8087	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:8487-8494	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:8620-8627	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:8666-8673	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:12575-12582	m.02j9z	LOC
European	ENG_DF_001498_20150617_F0010008M:13417-13424	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:7034-7041	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:9849-9856	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:12330-12337	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:13967-13974	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:15054-15061	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:15370-15377	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:16851-16858	m.02j9z	LOC
European	ENG_DF_000380_20150715_F001000CS:18488-18495	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:3689-3696	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:3967-3974	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:4366-4373	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:7427-7434	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:10262-10269	m.02j9z	LOC
European	ENG_DF_001484_20150630_F0010008N:12036-12043	m.02j9z	LOC
European	ENG_NW_001395_20150717_F00100058:4223-4230	m.02j9z	LOC
European	ENG_NW_001436_20140731_F0010006P:7339-7346	m.02j9z	LOC
European	ENG_NW_001436_20140731_F0010006P:11308-11315	m.02j9z	LOC
European	ENG_NW_001436_20140731_F0010006P:13381-13388	m.02j9z	LOC
European	ENG_NW_001022_20150108_F0010005M:526-533	m.02j9z	LOC
European	ENG_NW_001022_20150108_F0010005M:2788-2795	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:1984-1991	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:2400-2407	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:5003-5010	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:5419-5426	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:10229-10236	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:13280-13287	m.02j9z	LOC
European	ENG_DF_001483_20150626_F001000DU:14470-14477	m.02j9z	LOC
European	ENG_NW_001384_20150705_F0010004X:2213-2220	m.02j9z	LOC
European	ENG_NW_001384_20150705_F0010004X:4681-4688	m.02j9z	LOC
European	ENG_NW_001424_20150208_F0010006C:457-464	m.02j9z	LOC
European	ENG_NW_001424_20150208_F0010006C:1337-1344	m.02j9z	LOC
European	ENG_DF_001469_20150710_F001000CY:10508-10515	m.02j9z	LOC
European	ENG_DF_001469_20150710_F001000CY:12565-12572	m.02j9z	LOC
European	ENG_DF_001219_20150712_F001000CU:3678-3685	m.02j9z	LOC
European	ENG_DF_001219_20150712_F001000CU:5606-5613	m.02j9z	LOC
European	ENG_DF_001219_20150712_F001000CU:8512-8519	m.02j9z	LOC
European	ENG_NW_001397_20150715_F0010005C:1660-1667	m.02j9z	LOC
European	ENG_NW_001423_20150107_F0010006B:358-365	m.02j9z	LOC
European	ENG_NW_001437_20150627_F0010006S:2055-2062	m.02j9z	LOC
European	ENG_DF_001470_20150628_F001000CZ:4240-4247	m.02j9z	LOC
European	ENG_DF_001470_20150628_F001000CZ:4590-4597	m.02j9z	LOC
European	ENG_NW_001408_20150629_F0010005S:704-711	m.02j9z	LOC
European	ENG_DF_001471_20150528_F001000D2:13225-13232	m.02j9z	LOC
European	ENG_DF_001471_20150528_F001000D2:16978-16985	m.02j9z	LOC
European	ENG_DF_001471_20150528_F001000D2:17535-17542	m.02j9z	LOC
European	ENG_DF_001222_20150509_F001000DO:5891-5898	m.02j9z	LOC
European	ENG_DF_001222_20150509_F001000DO:15190-15197	m.02j9z	LOC
European	ENG_DF_001222_20150509_F001000DO:30087-30094	m.02j9z	LOC
European	ENG_DF_001222_20150509_F001000DO:38545-38552	m.02j9z	LOC
European	ENG_DF_001222_20150509_F001000DO:67136-67143	m.02j9z	LOC
European	ENG_DF_001488_20150107_F001000E1:2202-2209	m.02j9z	LOC
European	ENG_DF_001488_20150107_F001000E1:7626-7633	m.02j9z	LOC
European	ENG_DF_001473_20150527_F001000D4:9062-9069	m.02j9z	LOC
European	ENG_DF_001490_20150709_F00100087:7036-7043	m.02j9z	LOC
Winchester	ENG_DF_001219_20150427_F0010008C:2570-2579	m.058pnp	ORG
Winchester	ENG_DF_001219_20150427_F0010008C:5277-5286	m.058pnp	ORG
IOC	ENG_DF_000249_20150527_F001000D5:1309-1311	m.03xcc	ORG
IOC	ENG_DF_001467_20150527_F001000CQ:4386-4388	m.03xcc	ORG
IOC	ENG_DF_001467_20150527_F001000CQ:5221-5223	m.03xcc	ORG
Kremlin	ENG_DF_000317_20150528_F001000D6:5651-5657	m.02ps5qq	GPE
ISOC	ENG_DF_000200_20150702_F001000DW:1565-1568	m.01cwsb	ORG
ISOC	ENG_DF_000200_20150702_F001000DW:2390-2393	m.01cwsb	ORG
Africa	ENG_DF_001237_20150307_F0010008T:1006-1011	m.0dg3n1	LOC
Africa	ENG_DF_001237_20150307_F0010008T:1403-1408	m.0dg3n1	LOC
Africa	ENG_DF_001237_20150307_F0010008T:3758-3763	m.0dg3n1	LOC
africa	ENG_DF_001237_20150307_F0010008T:3908-3913	m.0dg3n1	LOC
africa	ENG_DF_001237_20150307_F0010008T:3964-3969	m.0dg3n1	LOC
Africa	ENG_DF_001237_20150307_F0010008T:4240-4245	m.0dg3n1	LOC
Africa	ENG_DF_001237_20150307_F0010008T:4450-4455	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:1393-1398	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:1528-1533	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:1918-1923	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:5143-5148	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:5199-5204	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:6758-6763	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:6814-6819	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:7310-7315	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:7323-7328	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:11094-11099	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:11150-11155	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:11646-11651	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:11659-11664	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:13373-13378	m.0dg3n1	LOC
africa	ENG_DF_001478_20140226_F001000DB:13429-13434	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:13925-13930	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:13938-13943	m.0dg3n1	LOC
Africa	ENG_DF_001478_20140226_F001000DB:14165-14170	m.0dg3n1	LOC
Africa	ENG_NW_001411_20150626_F0010005X:781-786	m.0dg3n1	LOC
Africa	ENG_NW_001411_20150626_F0010005X:3094-3099	m.0dg3n1	LOC
Africa	ENG_NW_001463_20150413_F0010006Z:1480-1485	m.0dg3n1	LOC
Africa	ENG_NW_001463_20150413_F0010006Z:2978-2983	m.0dg3n1	LOC
Africa	ENG_DF_000317_20150426_F001000DF:1272-1277	m.0dg3n1	LOC
Africa	ENG_DF_000317_20150426_F001000DF:4462-4467	m.0dg3n1	LOC
Africa	ENG_DF_001478_20150113_F001000DC:1722-1727	m.0dg3n1	LOC
Africa	ENG_DF_001478_20150113_F001000DC:6780-6785	m.0dg3n1	LOC
Africa	ENG_DF_001478_20150113_F001000DC:15077-15082	m.0dg3n1	LOC
Africa	ENG_DF_001478_20150113_F001000DC:16979-16984	m.0dg3n1	LOC
Africa	ENG_DF_001478_20150113_F001000DC:17335-17340	m.0dg3n1	LOC
Africa	ENG_DF_001485_20150612_F001000E0:10758-10763	m.0dg3n1	LOC
Africa	ENG_DF_001485_20150612_F001000E0:11425-11430	m.0dg3n1	LOC
Africa	ENG_DF_001471_20150528_F001000D2:12681-12686	m.0dg3n1	LOC
Africa	ENG_DF_001483_20150626_F001000DU:9835-9840	m.0dg3n1	LOC
Africa	ENG_DF_001483_20150626_F001000DU:13011-13016	m.0dg3n1	LOC
Africa	ENG_DF_001483_20150626_F001000DU:21601-21606	m.0dg3n1	LOC
Africa	ENG_NW_001463_20150720_F0010006Y:2712-2717	m.0dg3n1	LOC
Africa	ENG_NW_001399_20150719_F0010005E:4022-4027	m.0dg3n1	LOC
Soviet	ENG_NW_001401_20150713_F0010005H:500-505	m.05vz3zq	GPE
Soviet	ENG_DF_000380_20150715_F001000CS:13275-13280	m.05vz3zq	GPE
Soviet	ENG_DF_000380_20150715_F001000CS:17796-17801	m.05vz3zq	GPE
Syrian	ENG_DF_001488_20150107_F001000E1:4584-4589	m.06vbd	GPE
Daesh	ENG_NW_001408_20150629_F0010005S:4021-4025	m.07v2k4	ORG
Daesh	ENG_NW_001408_20150629_F0010005S:4218-4222	m.07v2k4	ORG
Daesh	ENG_NW_001408_20150629_F0010005S:4374-4378	m.07v2k4	ORG
Ferguson	ENG_NW_001379_20150428_F0010004S:1324-1331	m.011q36c2	GPE
Ferguson	ENG_NW_001379_20150428_F0010004S:5098-5105	m.011q36c2	GPE
Ferguson	ENG_NW_001379_20150428_F0010004S:5236-5243	m.011q36c2	GPE
Ferguson	ENG_DF_000261_20150428_F00100089:3986-3993	m.011q36c2	GPE
Ferguson	ENG_DF_000261_20150428_F00100089:6605-6612	m.011q36c2	GPE
Ferguson	ENG_DF_000261_20150428_F00100089:10353-10360	m.011q36c2	GPE
Ferguson	ENG_DF_001491_20150427_F0010008A:4074-4081	m.011q36c2	GPE
Ferguson	ENG_DF_001491_20150427_F0010008A:4318-4325	m.011q36c2	GPE
Ferguson	ENG_NW_001392_20150428_F00100055:3845-3852	m.011q36c2	GPE
Ferguson	ENG_NW_001414_20150428_F00100060:4958-4965	m.011q36c2	GPE
Ferguson	ENG_NW_001418_20150428_F00100065:2576-2583	m.011q36c2	GPE
Mexican	ENG_DF_001485_20150624_F0010008W:1152-1158	m.0b90_r	GPE
Mexican	ENG_DF_001485_20150624_F0010008W:2063-2069	m.0b90_r	GPE
Mexican	ENG_NW_001410_20150615_F0010005V:3835-3841	m.0b90_r	GPE
Mexican	ENG_DF_000259_20150616_F001000CX:1246-1252	m.0b90_r	GPE
channel	ENG_DF_001493_20150107_F0010008D:4667-4673	m.02j7k	LOC
channel	ENG_DF_000300_20150426_F0010008U:759-765	m.02j7k	LOC
channel	ENG_DF_001475_20150425_F001000D8:2081-2087	m.02j7k	LOC
Meek	ENG_NW_001432_20150627_F0010006K:1201-1204	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2535-2538	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2611-2614	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2643-2646	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2665-2668	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2697-2700	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2845-2848	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2881-2884	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:2981-2984	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:3046-3049	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:3202-3205	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:3366-3369	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:3544-3547	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:3904-3907	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4125-4128	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4277-4280	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4386-4389	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4535-4538	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4585-4588	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:4947-4950	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:5130-5133	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:5215-5218	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:5456-5459	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:5665-5668	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:6836-6839	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:14568-14571	NIL	PER
Meek	ENG_NW_001432_20150627_F0010006K:14577-14580	NIL	PER
Meek	ENG_NW_001382_20150619_F0010004V:7371-7374	NIL	PER
Meek	ENG_NW_001382_20150619_F0010004V:7733-7736	NIL	PER
Meek	ENG_NW_001382_20150619_F0010004V:7938-7941	NIL	PER
Meek	ENG_NW_001382_20150619_F0010004V:8197-8200	NIL	PER
Meek	ENG_NW_001390_20150627_F00100053:7041-7044	NIL	PER
Navy	ENG_NW_001391_20150716_F00100054:1813-1816	m.07wg3	ORG
navy	ENG_NW_001400_20150714_F0010005F:2692-2695	m.07wg3	ORG
Xi	ENG_NW_001388_20150706_F00100051:4054-4055	m.06ff60	PER
Xi	ENG_NW_001388_20150706_F00100051:4239-4240	m.06ff60	PER
Xi	ENG_NW_001388_20150706_F00100051:5121-5122	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:5164-5165	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:5904-5905	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:5987-5988	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:6170-6171	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:6302-6303	m.06ff60	PER
Xi	ENG_NW_001415_20150714_F00100061:6374-6375	m.06ff60	PER
Xi	ENG_NW_001438_20150710_F0010006T:1090-1091	m.06ff60	PER
Xi	ENG_NW_001438_20150710_F0010006T:4065-4066	m.06ff60	PER
Xi	ENG_NW_001438_20150710_F0010006T:4545-4546	m.06ff60	PER
Xi	ENG_DF_001482_20150705_F001000DK:14462-14463	m.06ff60	PER
Xi	ENG_DF_000170_20150704_F001000CW:13113-13114	m.06ff60	PER
NY	ENG_DF_000367_20150408_F001000CK:3047-3048	m.02_286	GPE
NY	ENG_DF_000367_20150408_F001000CK:3222-3223	m.02_286	GPE
NY	ENG_DF_001487_20150628_F001000DV:6638-6639	m.02_286	GPE
Sudan	ENG_DF_001485_20150612_F001000E0:11458-11462	m.06tw8	GPE
anonymous	ENG_DF_001480_20150107_F001000DG:8273-8281	m.03nr1np	ORG
anonymous	ENG_DF_001480_20150107_F001000DG:10946-10954	m.03nr1np	ORG
anonymous	ENG_DF_001480_20150107_F001000DG:12603-12611	m.03nr1np	ORG
anonymous	ENG_DF_001499_20130609_F0010008Q:36615-36623	m.03nr1np	ORG
Tehran	ENG_NW_001397_20150715_F0010005C:2044-2049	m.0ftlx	GPE
DoD	ENG_DF_001206_20150601_F001000CP:10003-10005	m.07y0n	ORG
GM	ENG_NW_001030_20150715_F0010005Q:5214-5215	m.035nm	ORG
GM	ENG_NW_001030_20150715_F0010005Q:5349-5350	m.035nm	ORG
Charleston	ENG_NW_001462_20150618_F0010006X:271-280	m.0gkgp	GPE
Charleston	ENG_NW_001462_20150618_F0010006X:489-498	m.0gkgp	GPE
Charleston	ENG_NW_001462_20150618_F0010006X:2587-2596	m.0gkgp	GPE
Charleston	ENG_NW_001462_20150618_F0010006X:3110-3119	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:550-559	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:1452-1461	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:6903-6912	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:7308-7317	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:8300-8309	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:8458-8467	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:9308-9317	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150622_F00100071:9359-9368	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:200-209	m.0gkgp	GPE
CHARLESTON	ENG_NW_001382_20150619_F0010004V:296-305	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:591-600	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:2455-2464	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:3428-3437	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:6328-6337	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:8672-8681	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:10542-10551	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:10679-10688	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:11190-11199	m.0gkgp	GPE
Charleston	ENG_NW_001382_20150619_F0010004V:11380-11389	m.0gkgp	GPE
Charleston	ENG_NW_001429_20150622_F0010006H:1235-1244	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:283-292	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:1106-1115	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:1745-1754	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:2568-2577	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:4503-4512	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:5326-5335	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:6105-6114	m.0gkgp	GPE
Charleston	ENG_DF_000261_20150620_F0010008K:6928-6937	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150622_F0010006L:348-357	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150622_F0010006L:818-827	m.0gkgp	GPE
Charleston	ENG_DF_001466_20150714_F001000CM:112-121	m.0gkgp	GPE
Charleston	ENG_DF_001466_20150714_F001000CM:642-651	m.0gkgp	GPE
Charleston	ENG_DF_001466_20150714_F001000CM:4360-4369	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150709_F00100064:1949-1958	m.0gkgp	GPE
Charleston	ENG_NW_001417_20150709_F00100064:2186-2195	m.0gkgp	GPE
Charleston	ENG_NW_001393_20150702_F00100056:1807-1816	m.0gkgp	GPE
Charleston	ENG_DF_001202_20150707_F001000CV:5319-5328	m.0gkgp	GPE
Charleston	ENG_NW_001394_20150716_F00100057:2967-2976	m.0gkgp	GPE
Charleston	ENG_NW_001433_20150716_F0010006M:508-517	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150627_F0010006K:1662-1671	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150627_F0010006K:4864-4873	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150627_F0010006K:6918-6927	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150627_F0010006K:11655-11664	m.0gkgp	GPE
Charleston	ENG_NW_001432_20150627_F0010006K:14413-14422	m.0gkgp	GPE
Charleston	ENG_DF_001486_20150629_F001000DT:6288-6297	m.0gkgp	GPE
Charleston	ENG_DF_001486_20150629_F001000DT:10188-10197	m.0gkgp	GPE
Charleston	ENG_DF_001486_20150629_F001000DT:11272-11281	m.0gkgp	GPE
Charleston	ENG_NW_001420_20150714_F00100068:1100-1109	m.0gkgp	GPE
Charleston	ENG_NW_001390_20150627_F00100053:257-266	m.0gkgp	GPE
Charleston	ENG_NW_001390_20150627_F00100053:752-761	m.0gkgp	GPE
Charleston	ENG_NW_001392_20150428_F00100055:3921-3930	m.0gkgp	GPE
Charleston	ENG_NW_001030_20150715_F0010005Q:520-529	m.0gkgp	GPE
Charleston	ENG_NW_001418_20150709_F00100066:970-979	m.0gkgp	GPE
Charleston	ENG_DF_000367_20150408_F001000CK:8302-8311	m.0gkgp	GPE
Charleston	ENG_DF_001491_20150427_F0010008A:2700-2709	m.0gkgp	GPE
